player_id,player_url,fifa_version,fifa_update,update_as_of,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_id,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined_date,club_contract_valid_until_year,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,Cluster,PCA1,PCA2,Cluster_Role
20801,https://sofifa.com/player/20801/c-ronaldo-dos-santos-aveiro/170002,17.0,2.0,2016-09-20,Cristiano Ronaldo,Cristiano Ronaldo dos Santos Aveiro,"LW, LM, ST",94,94,87000000.0,575000.0,31,1985-02-05,185,80,243.0,Real Madrid,53.0,La Liga,1.0,LW,7.0,,2009-07-01,2018.0,38,Portugal,1354.0,LS,7.0,Right,4,5,5,High/Low,Unique,Yes,,"#Speedster, #Dribbler, #Distance Shooter, #Acrobat, #Clinical Finisher, #Complete Forward","Power Free-Kick, Flair, Long Shot Taker (AI), Speed Dribbler (AI)",92.0,92.0,81.0,91.0,33.0,80.0,84,93,87,82,88,93,81,77,72,92,91,92,90,96,63,94,95,92,80,92,63,29,94,85,85,86.0,22,31,23,7,11,15,14,11,,91+3,91+3,91+3,91+3,91+3,91+3,91+3,91+3,89+4,89+4,89+4,89+4,81+4,81+4,81+4,89+4,65+4,61+4,61+4,61+4,65+4,61+4,53+4,53+4,53+4,61+4,20+4,2,3.7430017652672745,1.4738951151272741,"Cluster 2: Passing, Dribbling, Shooting"
176580,https://sofifa.com/player/176580/luis-suarez/180002,18.0,2.0,2017-09-18,L. Suárez,Luis Alberto Suárez Díaz,ST,92,92,97000000.0,500000.0,30,1987-01-24,182,86,241.0,FC Barcelona,53.0,La Liga,1.0,ST,9.0,,2014-07-11,2021.0,60,Uruguay,1377.0,LS,9.0,Right,4,4,5,High/Medium,Normal (170-185),Yes,198900000.0,"#Acrobat, #Clinical Finisher","Diver, Beat Offside Trap, Technical Dribbler (AI)",82.0,90.0,79.0,87.0,42.0,81.0,77,94,77,83,88,86,86,84,64,91,88,77,86,93,60,87,69,89,80,86,78,41,92,84,85,83.0,30,45,38,27,25,31,33,37,,88+4,88+4,88+4,87+3,88+3,88+3,88+3,87+3,87+4,87+4,87+4,85+4,80+4,80+4,80+4,85+4,68+4,65+4,65+4,65+4,68+4,64+4,58+4,58+4,58+4,64+4,37+4,2,2.8344789558606887,1.6331862889979563,"Cluster 2: Passing, Dribbling, Shooting"
188545,https://sofifa.com/player/188545/robert-lewandowski/220002,22.0,2.0,2021-09-23,R. Lewandowski,Robert Lewandowski,ST,92,92,119500000.0,270000.0,32,1988-08-21,185,81,21.0,FC Bayern München,19.0,Bundesliga,1.0,ST,9.0,,2014-07-01,2023.0,37,Poland,1353.0,RS,9.0,Right,4,4,5,High/Medium,Unique,Yes,197200000.0,"#Aerial Threat, #Distance Shooter, #Clinical Finisher, #Complete Forward","Solid Player, Finesse Shot, Outside Foot Shot, Chip Shot (AI)",78.0,92.0,79.0,86.0,44.0,82.0,71,95,90,85,89,85,79,85,70,88,77,79,77,93,82,90,85,76,86,87,81,49,95,81,90,88.0,35,42,19,15,6,12,8,10,,90+2,90+2,90+2,85,88,88,88,85,86+3,86+3,86+3,84+3,80+3,80+3,80+3,84+3,64+3,66+3,66+3,66+3,64+3,61+3,60+3,60+3,60+3,61+3,19+3,2,2.6423784473844205,1.7655278543157884,"Cluster 2: Passing, Dribbling, Shooting"
192985,https://sofifa.com/player/192985/kevin-de-bruyne/220002,22.0,2.0,2021-09-23,K. De Bruyne,Kevin De Bruyne,"CM, CAM",91,91,125500000.0,350000.0,30,1991-06-28,181,70,10.0,Manchester City,13.0,Premier League,1.0,RCM,17.0,,2015-08-30,2025.0,7,Belgium,1325.0,RCM,7.0,Right,5,4,4,High/High,Unique,Yes,232200000.0,"#Dribbler, #Playmaker, #Engine, #Distance Shooter, #Crosser, #Complete Midfielder","Injury Prone, Leadership, Early Crosser, Long Passer (AI), Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot",76.0,86.0,93.0,88.0,64.0,78.0,94,82,55,94,82,88,85,83,93,91,76,76,79,91,78,91,63,89,74,91,76,66,88,94,83,89.0,68,65,53,15,13,5,10,13,,83+3,83+3,83+3,88,87,87,87,88,89+2,89+2,89+2,89+2,89+2,89+2,89+2,89+2,79+3,80+3,80+3,80+3,79+3,75+3,69+3,69+3,69+3,75+3,21+3,2,2.8416179398236974,3.150425023516859,"Cluster 2: Passing, Dribbling, Shooting"
231747,/player/231747/kylian-mbappe/240002,24.0,2.0,2023-09-22,K. Mbappé,Kylian Mbappé Lottin,"ST, LW",91,94,181500000.0,230000.0,24,1998-12-20,182,75,73.0,Paris Saint Germain,16.0,Ligue 1,1.0,LW,7.0,,2018-07-01,2024.0,18,France,1335.0,LW,10.0,Right,4,5,5,High/Low,Unique,Yes,349400000.0,"#Speedster, #Dribbler, #Acrobat, #Clinical finisher, #Complete forward","Quick Step +, Rapid, Flair, Trivela",97.0,90.0,80.0,92.0,36.0,78.0,78,94,73,86,84,93,80,69,71,92,97,97,93,93,82,90,88,88,77,83,64,38,93,83,84,88.0,26,34,32,13,5,7,11,6,,90+3,90+3,90+3,91,91,91,91,91,89+3,89+3,89+3,89+3,81+3,81+3,81+3,89+3,68+3,63+3,63+3,63+3,68+3,63+3,54+3,54+3,54+3,63+3,18+3,2,3.858816507522332,1.37369942576271,"Cluster 2: Passing, Dribbling, Shooting"
155862,https://sofifa.com/player/155862/sergio-ramos-garcia/190002,19.0,2.0,2018-08-21,Sergio Ramos,Sergio Ramos García,CB,91,91,51000000.0,375000.0,32,1986-03-30,184,82,243.0,Real Madrid,53.0,La Liga,1.0,LCB,4.0,,2005-08-01,2020.0,45,Spain,1362.0,LCB,15.0,Right,3,3,4,High/Medium,Normal (170-185),Yes,104600000.0,"#Aerial Threat, #Tackling, #Tactician, #Complete Defender","Dives Into Tackles (AI), Leadership, Power Header, Team Player",75.0,63.0,71.0,71.0,91.0,84.0,66,60,91,78,66,61,73,67,72,84,76,75,78,85,66,79,93,84,83,55,84,90,52,63,68,80.0,89,92,91,11,8,9,7,11,,72+3,72+3,72+3,69,70,70,70,69,70+3,70+3,70+3,71+3,74+3,74+3,74+3,71+3,82+3,84+3,84+3,84+3,82+3,84+3,88+3,88+3,88+3,84+3,18+3,2,-0.6305039778195568,2.2871928732664193,"Cluster 2: Passing, Dribbling, Shooting"
177003,https://sofifa.com/player/177003/luka-modric/190002,19.0,2.0,2018-08-21,L. Modrić,Luka Modrić,"CM, CDM",91,91,67000000.0,425000.0,32,1985-09-09,172,66,243.0,Real Madrid,53.0,La Liga,1.0,RCM,10.0,,2012-08-01,2020.0,10,Croatia,,,,Right,4,4,4,High/High,Lean (170-185),Yes,137400000.0,"#Dribbler, #Playmaker, #Engine, #Crosser, #Acrobat, #Complete Midfielder","Leadership, Long Passer (AI), Long Shot Taker (AI), Playmaker (AI), Technical Dribbler (AI)",76.0,76.0,90.0,91.0,70.0,67.0,86,72,55,93,76,90,85,78,88,93,80,72,93,90,94,79,68,89,58,82,62,83,79,92,82,84.0,60,76,73,13,9,7,14,9,,78+3,78+3,78+3,86,85,85,85,86,88+3,88+3,88+3,87+3,88+3,88+3,88+3,87+3,83+3,82+3,82+3,82+3,83+3,80+3,71+3,71+3,71+3,80+3,20+3,2,2.8376831514088647,2.5558481546753957,"Cluster 2: Passing, Dribbling, Shooting"
165153,/player/165153/karim-benzema/230002,23.0,2.0,2022-09-26,K. Benzema,Karim Benzema,"CF, ST",91,91,64000000.0,450000.0,34,1987-12-19,185,81,243.0,Real Madrid,53.0,La Liga,1.0,CF,9.0,,2009-07-09,2023.0,18,France,1335.0,RS,19.0,Right,4,4,4,Medium/Medium,Normal (170-185),Yes,131200000.0,"#Poacher, #Clinical Finisher","Leadership, Finesse Shot, Playmaker (AI), Outside Foot Shot, Team Player",80.0,88.0,83.0,87.0,39.0,78.0,75,92,90,89,88,87,82,73,76,91,79,80,78,92,72,87,79,82,82,80,63,39,92,89,84,90.0,43,24,18,13,11,5,5,7,,89+2,89+2,89+2,87,89,89,89,87,88+3,88+3,88+3,86+3,81+3,81+3,81+3,86+3,64+3,64+3,64+3,64+3,64+3,60+3,55+3,55+3,55+3,60+3,18+3,2,3.0551778926864195,1.6362324762575124,"Cluster 2: Passing, Dribbling, Shooting"
202126,https://sofifa.com/player/202126/harry-kane/220002,22.0,2.0,2021-09-23,H. Kane,Harry Kane,ST,90,90,129500000.0,240000.0,27,1993-07-28,188,89,18.0,Tottenham Hotspur,13.0,Premier League,1.0,ST,10.0,,2010-07-28,2024.0,14,England,1318.0,ST,9.0,Right,5,3,4,High/High,Unique,Yes,246100000.0,"#Distance Shooter, #Clinical Finisher","Leadership, Long Passer (AI), Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot",70.0,91.0,83.0,83.0,47.0,83.0,80,94,86,85,88,83,83,65,86,85,65,74,71,92,70,91,79,83,85,86,80,44,94,87,91,91.0,50,36,38,8,10,11,14,11,,88+2,88+2,88+2,84,86,86,86,84,85+3,85+3,85+3,84+3,82+3,82+3,82+3,84+3,67+3,68+3,68+3,68+3,67+3,64+3,61+3,61+3,61+3,64+3,20+3,2,2.268860945183121,2.1491200023647066,"Cluster 2: Passing, Dribbling, Shooting"
203376,https://sofifa.com/player/203376/virgil-van-dijk/210002,21.0,2.0,2020-09-23,V. van Dijk,Virgil van Dijk,CB,90,91,113000000.0,210000.0,28,1991-07-08,193,92,9.0,Liverpool,13.0,Premier League,1.0,LCB,4.0,,2018-01-01,2023.0,34,Netherlands,105035.0,LCB,4.0,Right,3,2,3,Medium/Medium,Unique,Yes,145300000.0,"#Tackling, #Tactician, #Strength, #Complete Defender","Solid Player, Leadership, Long Passer (AI), Power Header",76.0,60.0,71.0,71.0,91.0,86.0,53,52,87,79,45,70,60,70,86,77,72,79,61,89,53,81,90,75,92,64,83,90,47,65,62,90.0,93,93,86,13,10,13,11,11,,70+3,70+3,70+3,68,69,69,69,68,70+3,70+3,70+3,70+3,76+3,76+3,76+3,70+3,80+3,85+3,85+3,85+3,80+3,82+3,89+2,89+2,89+2,82+3,20+3,2,-0.7762634296936567,2.373828985782342,"Cluster 2: Passing, Dribbling, Shooting"
