player_id,player_url,fifa_version,fifa_update,update_as_of,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_id,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined_date,club_contract_valid_until_year,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,Cluster,PCA1,PCA2,Cluster_Role
239085,/player/239085/erling-haaland/240002,24.0,2.0,2023-09-22,E. Haaland,Erling Braut Haaland,ST,91,94,185000000.0,340000.0,22,2000-07-21,195,94,10.0,Manchester City,13.0,Premier League,1.0,ST,9.0,,2022-07-01,2027.0,36,Norway,1352.0,ST,9.0,Left,3,3,5,High/Medium,Unique,Yes,356100000.0,"#Aerial threat, #Distance shooter, #Strength, #Clinical finisher, #Complete forward","Acrobatic +, Power Header, Quick Step",89.0,93.0,66.0,80.0,45.0,88.0,47,96,83,77,90,79,77,62,53,82,82,94,76,94,72,94,93,76,93,86,87,43,96,74,84,87.0,38,47,29,7,14,13,11,7,,90+3,90+3,90+3,82,86,86,86,82,82+3,82+3,82+3,79+3,74+3,74+3,74+3,79+3,62+3,63+3,63+3,63+3,62+3,60+3,62+3,62+3,62+3,60+3,19+3,0,1.8761952290786699,1.0297276404678366,"Cluster 0: Shooting, Physic, Pace"
167664,https://sofifa.com/player/167664/gonzalo-higuain/180002,18.0,2.0,2017-09-18,G. Higuaín,Gonzalo Gerardo Higuaín,ST,90,90,77000000.0,275000.0,29,1987-12-10,184,87,45.0,Juventus,31.0,Serie A,1.0,ST,9.0,,2016-07-26,2021.0,52,Argentina,,,,Right,4,3,4,High/Medium,Normal (170-185),Yes,127100000.0,#Clinical Finisher,"Outside Foot Shot, Through Ball",79.0,87.0,70.0,83.0,25.0,74.0,68,91,86,75,88,84,74,62,59,85,78,80,75,88,69,88,79,72,85,82,50,20,92,70,70,86.0,12,22,18,5,12,7,5,10,,87+3,87+3,87+3,82+2,84+2,84+2,84+2,82+2,81+3,81+3,81+3,79+3,71+3,71+3,71+3,79+3,55+3,52+3,52+3,52+3,55+3,51+3,46+3,46+3,46+3,51+3,17+3,0,2.644780219340485,-0.012637296868578816,"Cluster 0: Shooting, Physic, Pace"
167397,https://sofifa.com/player/167397/radamel-falcao-garcia-zarate/150002,15.0,2.0,2014-09-18,Falcao,Radamel Falcao García Zárate,ST,88,88,46500000.0,250000.0,28,1986-02-10,177,72,11.0,Manchester United,13.0,Premier League,1.0,SUB,9.0,AS Monaco,,2015.0,56,Colombia,111109.0,ST,9.0,Right,4,4,4,High/Medium,Normal (170-185),Yes,,#Aerial Threat,"Finesse Shot, Power Header",77.0,86.0,64.0,81.0,40.0,73.0,55,91,94,69,90,78,83,71,53,83,80,75,85,89,75,79,93,71,74,77,70,41,92,68,87,,25,42,25,10,13,6,9,5,,86+2,86+2,86+2,76+2,83+2,83+2,83+2,76+2,79+2,79+2,79+2,73+2,69+2,69+2,69+2,73+2,58+2,60+2,60+2,60+2,58+2,56+2,55+2,55+2,55+2,56+2,14+2,0,1.9092207532886147,-0.030608900723063173,"Cluster 0: Shooting, Physic, Pace"
232293,/player/232293/victor-osimhen/240002,24.0,2.0,2023-09-22,V. Osimhen,Victor James Osimhen,ST,88,91,126500000.0,120000.0,24,1998-12-29,185,78,48.0,Napoli,31.0,Serie A,1.0,ST,9.0,,2020-09-01,2025.0,133,Nigeria,,,,Right,4,3,3,High/Medium,Lean (185+),Yes,224500000.0,,"Chip Shot, Power Header, Rapid, Acrobatic",90.0,86.0,66.0,83.0,42.0,82.0,62,91,84,74,83,83,63,52,54,86,87,92,78,89,68,86,94,81,86,77,68,34,90,70,75,80.0,36,45,22,14,14,10,9,6,,87+3,87+3,87+3,82,85,85,85,82,81+3,81+3,81+3,80+3,73+3,73+3,73+3,80+3,62+3,60+3,60+3,60+3,62+3,60+3,57+3,57+3,57+3,60+3,19+3,0,2.1277382749233285,0.6336994128998743,"Cluster 0: Shooting, Physic, Pace"
192387,https://sofifa.com/player/192387/ciro-immobile/210002,21.0,2.0,2020-09-23,C. Immobile,Ciro Immobile,ST,87,87,78000000.0,125000.0,30,1990-02-20,185,85,46.0,Lazio,31.0,Serie A,1.0,RS,17.0,,2016-07-27,2025.0,27,Italy,1343.0,ST,17.0,Right,4,3,3,High/Medium,Unique,Yes,82500000.0,#Clinical Finisher,"Outside Foot Shot, Chip Shot (AI)",84.0,88.0,67.0,83.0,39.0,77.0,55,93,81,80,85,83,70,51,53,84,82,85,75,90,77,86,77,78,77,80,77,40,93,71,88,86.0,34,33,32,6,8,15,12,6,,86+1,86+1,86+1,82,85,85,85,82,82+3,82+3,82+3,79+3,73+3,73+3,73+3,79+3,61+3,60+3,60+3,60+3,61+3,59+3,56+3,56+3,56+3,59+3,17+3,0,2.303039866362439,0.37838521478961235,"Cluster 0: Shooting, Physic, Pace"
201399,https://sofifa.com/player/201399/mauro-icardi/190002,19.0,2.0,2018-08-21,M. Icardi,Mauro Emanuel Icardi Rivero,ST,87,90,64500000.0,130000.0,25,1993-02-19,181,75,44.0,Inter,31.0,Serie A,1.0,ST,9.0,,2013-07-09,2021.0,52,Argentina,,,,Right,4,3,3,Medium/Low,Normal (170-185),Yes,114500000.0,"#Poacher, #Aerial Threat","Injury Free, Power Header",78.0,85.0,61.0,79.0,36.0,72.0,46,91,91,73,85,77,58,45,54,81,77,78,76,88,76,84,94,72,76,70,56,22,92,64,82,85.0,45,24,20,13,9,5,7,9,,85+2,85+2,85+2,77,81,81,81,77,77+2,77+2,77+2,75+2,68+2,68+2,68+2,75+2,54+2,54+2,54+2,54+2,54+2,52+2,52+2,52+2,52+2,52+2,18+2,0,1.7870957007886015,-0.48395015113722706,"Cluster 0: Shooting, Physic, Pace"
179844,https://sofifa.com/player/179844/diego-da-silva-costa/160002,16.0,2.0,2015-09-21,Diego Costa,Diego da Silva Costa,ST,86,87,46500000.0,230000.0,26,1988-10-07,188,85,5.0,Chelsea,13.0,Premier League,1.0,ST,19.0,,2014-07-15,2019.0,45,Spain,1362.0,ST,19.0,Right,4,3,4,High/Medium,Normal (185+),Yes,,#Strength,Diver,82.0,83.0,63.0,79.0,40.0,88.0,63,90,82,65,81,82,58,59,48,82,79,85,63,85,52,83,60,85,91,69,90,40,89,74,76,,28,39,34,11,13,12,8,11,,84+2,84+2,84+2,79+2,81+2,81+2,81+2,79+2,77+2,77+2,77+2,77+2,70+2,70+2,70+2,77+2,61+2,59+2,59+2,59+2,61+2,59+2,57+2,57+2,57+2,59+2,19+2,0,1.2385743752657072,0.630794013930169,"Cluster 0: Shooting, Physic, Pace"
234236,/player/234236/patrik-schick/230002,23.0,2.0,2022-09-26,P. Schick,Patrik Schick,ST,85,87,67500000.0,95000.0,26,1996-01-24,191,86,32.0,Bayer 04 Leverkusen,19.0,Bundesliga,1.0,ST,14.0,,2020-09-08,2027.0,12,Czech Republic,1330.0,SUB,6.0,Left,3,4,3,High/Medium,Normal (185+),Yes,119800000.0,#Clinical Finisher,"Injury Prone, Finesse Shot, Flair, Power Header, Technical Dribbler (AI)",78.0,83.0,71.0,83.0,36.0,76.0,64,87,86,78,80,83,78,56,64,85,74,82,83,82,67,82,75,69,83,80,65,25,86,74,67,84.0,44,24,19,11,15,8,9,14,,84+3,84+3,84+3,80,82,82,82,80,80+3,80+3,80+3,78+3,72+3,72+3,72+3,78+3,57+3,57+3,57+3,57+3,57+3,54+3,52+3,52+3,52+3,54+3,20+3,0,2.221336671910202,0.5033746807272829,"Cluster 0: Shooting, Physic, Pace"
180930,https://sofifa.com/player/180930/edin-dzeko/190002,19.0,2.0,2018-08-21,E. Džeko,Edin Džeko,ST,85,85,30500000.0,110000.0,32,1986-03-17,193,84,52.0,Roma,31.0,Serie A,1.0,ST,9.0,,2015-07-01,2020.0,8,Bosnia and Herzegovina,,,,Right,4,2,3,Medium/Medium,Lean (185+),Yes,51900000.0,#Poacher,"Leadership, Target Forward",66.0,85.0,71.0,75.0,46.0,73.0,63,89,84,77,77,76,65,54,72,84,65,66,57,83,36,86,66,76,80,79,51,50,89,74,67,83.0,58,28,16,9,11,13,15,15,,83+2,83+2,83+2,77,81,81,81,77,78+2,78+2,78+2,76+2,75+2,75+2,75+2,76+2,60+2,62+2,62+2,62+2,60+2,57+2,56+2,56+2,56+2,57+2,20+2,0,1.3852979295016703,0.5292952201846945,"Cluster 0: Shooting, Physic, Pace"
148803,https://sofifa.com/player/148803/klaas-jan-huntelaar/150002,15.0,2.0,2014-09-18,K. Huntelaar,Klaas-Jan Huntelaar,ST,84,84,21000000.0,160000.0,30,1983-08-12,186,83,34.0,Schalke 04,19.0,2. Bundesliga,1.0,ST,25.0,,2010-08-31,2015.0,34,Netherlands,105035.0,SUB,19.0,Right,4,3,3,Medium/Medium,Lean (185+),Yes,,#Poacher,"Beat Offside Trap, Finesse Shot",68.0,85.0,64.0,72.0,32.0,73.0,63,88,85,74,87,69,73,64,44,77,67,69,65,88,62,87,77,68,78,78,65,27,88,61,77,,20,33,23,7,12,6,9,11,,83+1,83+1,83+1,73+1,80+1,80+1,80+1,73+1,76+1,76+1,76+1,69+1,64+1,64+1,64+1,69+1,54+1,55+1,55+1,55+1,54+1,52+1,50+1,50+1,50+1,52+1,14+1,0,1.2654525035596884,-0.4854054641841796,"Cluster 0: Shooting, Physic, Pace"
